2017-08-21 11:31:34,063 [Worker-1] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /coder-common/src/test/java
2017-08-21 11:31:34,119 [Worker-1] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Imported and configured 1 project(s) in 5 sec
2017-08-21 11:31:43,673 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:alipay-sdk-java:jar:1.0.0 is missing, no dependency information available
2017-08-21 11:31:43,674 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:commons-logging:jar:1.1.1 is missing, no dependency information available
2017-08-21 11:31:43,686 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.mail:javax.mail:jar:1.5.6 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:31:43,717 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact servletapi:servlet-api:jar:2.4 has been relocated to javax.servlet:servlet-api:jar:2.4
2017-08-21 11:31:43,824 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:alipay-sdk-java:jar:1.0.0 is missing, no dependency information available
2017-08-21 11:31:43,825 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:commons-logging:jar:1.1.1 is missing, no dependency information available
2017-08-21 11:31:43,835 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.mail:javax.mail:jar:1.5.6 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:31:43,852 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact servletapi:servlet-api:jar:2.4 has been relocated to javax.servlet:servlet-api:jar:2.4
2017-08-21 11:33:10,639 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:alipay-sdk-java:jar:1.0.0 is missing, no dependency information available
2017-08-21 11:33:10,640 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:commons-logging:jar:1.1.1 is missing, no dependency information available
2017-08-21 11:33:10,651 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.mail:javax.mail:jar:1.5.6 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:33:10,665 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact servletapi:servlet-api:jar:2.4 has been relocated to javax.servlet:servlet-api:jar:2.4
2017-08-21 11:33:10,770 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:alipay-sdk-java:jar:1.0.0 is missing, no dependency information available
2017-08-21 11:33:10,771 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:commons-logging:jar:1.1.1 is missing, no dependency information available
2017-08-21 11:33:10,781 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.mail:javax.mail:jar:1.5.6 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:33:10,795 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact servletapi:servlet-api:jar:2.4 has been relocated to javax.servlet:servlet-api:jar:2.4
2017-08-21 11:33:15,765 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:alipay-sdk-java:jar:1.0.0 is missing, no dependency information available
2017-08-21 11:33:15,766 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:commons-logging:jar:1.1.1 is missing, no dependency information available
2017-08-21 11:33:15,878 [Worker-18] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.jnwtv:coder-web:1.0.0-SNAPSHOT @ /workspaces/coder/coder-web/pom.xml.
2017-08-21 11:33:15,958 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:alipay-sdk-java:jar:1.0.0 is missing, no dependency information available
2017-08-21 11:33:15,959 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:commons-logging:jar:1.1.1 is missing, no dependency information available
2017-08-21 11:33:15,965 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.mail:javax.mail:jar:1.5.6 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:33:15,977 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact servletapi:servlet-api:jar:2.4 has been relocated to javax.servlet:servlet-api:jar:2.4
2017-08-21 11:33:16,066 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:alipay-sdk-java:jar:1.0.0 is missing, no dependency information available
2017-08-21 11:33:16,067 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:commons-logging:jar:1.1.1 is missing, no dependency information available
2017-08-21 11:33:16,074 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.mail:javax.mail:jar:1.5.6 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:33:16,084 [Worker-18] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact servletapi:servlet-api:jar:2.4 has been relocated to javax.servlet:servlet-api:jar:2.4
2017-08-21 11:33:16,401 [Worker-18] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for coder-web
2017-08-21 11:33:25,576 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:alipay-sdk-java:jar:1.0.0 is missing, no dependency information available
2017-08-21 11:33:25,577 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:commons-logging:jar:1.1.1 is missing, no dependency information available
2017-08-21 11:33:25,585 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.mail:javax.mail:jar:1.5.6 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:33:25,605 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact servletapi:servlet-api:jar:2.4 has been relocated to javax.servlet:servlet-api:jar:2.4
2017-08-21 11:59:55,198 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:alipay-sdk-java:jar:1.0.0 is missing, no dependency information available
2017-08-21 11:59:55,205 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:commons-logging:jar:1.1.1 is missing, no dependency information available
2017-08-21 11:59:55,784 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF8' encoding to copy filtered resources.
